"Berufsgruppe";"Bezeichnung"
"700";"3-D-Artist"
"700";"3-D-Druck-Spezialist/in"
"700";"ADAS/AD Engineer"
"301";"Abfall-, Entsorgungstechnik (grundständig)"
"302";"Abfall-, Entsorgungstechnik (weiterführend)"
"700";"Abfallbeauftragte/r"
"700";"Abfallberater/in"
"700";"Abfüller/in"
"202";"Abwassermeister/in"
"700";"Account-Manager/in"
"105";"Aerobic-Trainer/in"
"700";"Affiliate-Manager/in"
"403";"Afrikanist/in"
"301";"Afrikanistik (grundständig)"
"302";"Afrikanistik (weiterführend)"
"700";"Agiler Coach / Scrum Master"
"403";"Agrarbiologe/-biologin"
"301";"Agrarbiologie (grundständig)"
"302";"Agrarbiologie (weiterführend)"
"301";"Agrarmanagement (grundständig)"
"302";"Agrarmanagement (weiterführend)"
"202";"Agrarservicemeister/in"
"102";"Agrarwirtschaftlich-technische/r Assistent/in"
"301";"Agrarwissenschaft (grundständig)"
"302";"Agrarwissenschaft (weiterführend)"
"403";"Agrarwissenschaftler/in / Agrarökonom/in"
"404";"Aktuar/in"
"700";"Akustiker/in"
"404";"Algesiologe/Algesiologin"
"700";"Alleinsteuermann/-frau"
"301";"Allgemeine und vergleichende Kulturwissenschaft (grundständig)"
"302";"Allgemeine und vergleichende Kulturwissenschaft (weiterführend)"
"301";"Allgemeine und vergleichende Literaturwissenschaft (grundständig)"
"302";"Allgemeine und vergleichende Literaturwissenschaft (weiterführend)"
"301";"Allgemeine und vergleichende Sprachwissenschaft (grundständig)"
"302";"Allgemeine und vergleichende Sprachwissenschaft (weiterführend)"
"301";"Alte Musik (grundständig)"
"302";"Alte Musik (weiterführend)"
"102";"Altenpflegehelfer/in"
"205";"Altentherapeut/in"
"301";"Altertumswissenschaften (grundständig)"
"302";"Altertumswissenschaften (weiterführend)"
"403";"Altertumswissenschaftler/in"
"700";"Ambulante/r Pfleger/in"
"105";"Amtliche/r Fachassistent/in (Fleischkontrolleur/in)"
"503";"Amtsanwalt/-anwältin"
"301";"Angewandte Naturwissenschaft (grundständig)"
"302";"Angewandte Naturwissenschaft (weiterführend)"
"403";"Anglist/in / Amerikanist/in"
"301";"Anglistik, Amerikanistik (grundständig)"
"302";"Anglistik, Amerikanistik (weiterführend)"
"105";"Animateur/in"
"700";"Animationskünstler/in"
"700";"Ankleider/in / Garderobier/e"
"700";"Anlageberater/in"
"101";"Anlagenmechaniker/in"
"101";"Anlagenmechaniker/in - Sanitär-, Heizungs- und Klimatechnik"
"700";"Anschläger/in"
"700";"Anzeigenverkäufer/in"
"102";"Anästhesietechnische/r Assistent/in"
"403";"Apotheker/in"
"700";"Application-Engineer/-Manager/in"
"403";"Arabist/in"
"301";"Arabistik (grundständig)"
"302";"Arabistik (weiterführend)"
"700";"Arbeitsassistent/in"
"205";"Arbeitserzieher/in"
"301";"Arbeitsmarktmanagement (grundständig)"
"403";"Arbeitsmarktmanager/in"
"302";"Arbeitsmarktorientierte Beratung (weiterführend)"
"403";"Arbeitsmarktorientierte/r Berater/in"
"205";"Arbeitsmedizinische/r Assistent/in"
"700";"Arbeitsplanungsingenieur/in"
"700";"Arbeitsplatz-Auditor/in"
"700";"Arbeitsvermittler/in"
"700";"Arbeitsvorbereiter/in"
"403";"Arbeitswissenschaftler/in"
"403";"Architekt/in"
"301";"Architektur (grundständig)"
"302";"Architektur (weiterführend)"
"403";"Archivar/in"
"301";"Archivwissenschaft (grundständig)"
"302";"Archivwissenschaft (weiterführend)"
"403";"Archäologe/Archäologin"
"301";"Archäologie (grundständig)"
"302";"Archäologie (weiterführend)"
"700";"Arrangeur/in"
"700";"Art-Buyer (Werbung)"
"700";"Art-Director"
"102";"Artist/in"
"403";"Arzt/Ärztin"
"403";"Arztassistent/in / Physician Assistant"
"700";"Arztsekretär/in"
"101";"Asphaltbauer/in"
"700";"Assistent/in - Controlling"
"102";"Assistent/in - Ernährung und Versorgung"
"700";"Assistent/in - Filmgeschäftsführung"
"102";"Assistent/in - Gesundheits- und Sozialwesen"
"105";"Assistent/in - Gesundheitstourismus/-prophylaxe"
"102";"Assistent/in - Hotelmanagement"
"102";"Assistent/in - Informatik (Medieninformatik)"
"102";"Assistent/in - Informatik (Softwaretechnik)"
"102";"Assistent/in - Informatik (Wirtschaftsinformatik)"
"102";"Assistent/in - Informatik (allgemeine Informatik)"
"102";"Assistent/in - Informatik (technische Informatik)"
"102";"Assistent/in - Innenarchitektur"
"102";"Assistent/in - Maschinenbautechnik"
"102";"Assistent/in - Medientechnik"
"102";"Assistent/in - Produktdesign"
"700";"Assistent/in - Produktionsleitung"
"700";"Assistent/in - Steuerberatung"
"102";"Assistent/in - Technische Kommunikation"
"102";"Assistent/in - Tourismus"
"700";"Assistent/in - Wirtschaftsprüfung"
"700";"Assistent/in - klinische Studien"
"204";"Assistent/in/Fachkraft - Rechnungswesen"
"700";"Astrologe/Astrologin"
"302";"Astrophysik (weiterführend)"
"403";"Astrophysiker/in, Astronom/in"
"102";"Atem-, Sprech- und Stimmlehrer/in"
"700";"Atemtherapeut/in"
"301";"Audio-, Sounddesign (grundständig)"
"302";"Audio-, Sounddesign (weiterführend)"
"105";"Audio-Engineer"
"403";"Audiodesigner/in - Musik"
"105";"Audiodesigner/in - Musik (Ausbildung)"
"700";"Audiodeskriptor/in"
"101";"Aufbereitungsmechaniker/in - Braunkohle"
"101";"Aufbereitungsmechaniker/in - Feuerfeste/keramische Rohstoffe"
"101";"Aufbereitungsmechaniker/in - Naturstein"
"101";"Aufbereitungsmechaniker/in - Sand und Kies"
"101";"Aufbereitungsmechaniker/in - Steinkohle"
"700";"Aufnahmeleiter/in - Film und Fernsehen"
"404";"Aufsichtsperson (Unfallversicherung)"
"700";"Auftragsleiter/in"
"700";"Aufzugmonteur/in"
"301";"Augenoptik, Optometrie (grundständig)"
"302";"Augenoptik, Optometrie (weiterführend)"
"101";"Augenoptiker/in"
"401";"Augenoptikermeister/in/Bachelor Professional im Augenoptiker-Handwerk"
"700";"Auktionator/in"
"205";"Aus- und Weiterbildungspädagoge/-pädagogin"
"101";"Ausbaufacharbeiter/in - Estricharbeiten"
"101";"Ausbaufacharbeiter/in - Fliesen-, Platten- und Mosaikarbeiten"
"101";"Ausbaufacharbeiter/in - Stuckateurarbeiten"
"101";"Ausbaufacharbeiter/in - Trockenbauarbeiten"
"101";"Ausbaufacharbeiter/in - Wärme-, Kälte- und Schallschutzarbeiten"
"101";"Ausbaufacharbeiter/in - Zimmererarbeiten"
"103";"Ausbaumanager/in (doppelt qualifizierende Ausbildung)"
"205";"Ausbilder/in - Anerkannte Ausbildungsberufe"
"205";"Ausbilder/in - Erste Hilfe"
"700";"Ausbilder/in - Pharmareferenten/-innen"
"700";"Ausbildungsberater/in"
"700";"Ausstattungs-Assistent/in"
"700";"Ausstattungsleiter/in - Bühne/Film/Fernsehen"
"301";"Ausstellungsdesign (grundständig)"
"302";"Ausstellungsdesign (weiterführend)"
"403";"Ausstellungsdesigner/in"
"700";"Autogenschweißer/in"
"101";"Automatenfachmann/-frau - Automatendienstleistung"
"101";"Automatenfachmann/-frau - Automatenmechatronik"
"301";"Automatisierungstechnik (grundständig)"
"302";"Automatisierungstechnik (weiterführend)"
"205";"Automobil-Serviceberater/in"
"101";"Automobilkaufmann/-frau"
"301";"Automobilwirtschaft, Automotive Management (grundständig)"
"302";"Automobilwirtschaft, Automotive Management (weiterführend)"
"700";"Außendienstleiter/in (Versicherung)"
"700";"Außendienstmitarbeiter/in"
"103";"Außenhandelsassistent/in (doppelt qualifizierende Ausbildung)"
"700";"BIM-Manager/in"
"401";"Bachelor Professional - Betriebsinformatik"
"401";"Bachelor Professional - Energieeffizienz und digitales Bauprojektmanagement"
"401";"Bachelor Professional - IT"
"401";"Bachelor Professional - Künstliche Intelligenz und Maschinelles Lernen"
"401";"Bachelor Professional - Landwirtschaftliches Rechnungswesen und Steuern"
"401";"Bachelor Professional - Notariat"
"401";"Bachelor Professional - Straßenbetriebsmanagement"
"401";"Bachelor Professional - Versicherungen und Finanzanlagen"
"401";"Bachelor Professional - intelligente Gebäudetechnik und Systemvernetzung"
"401";"Bachelor Professional Buchhandelsfachwirt/in"
"700";"Badewärter/in (Schwimmbad)"
"700";"Ballettmeister/in"
"403";"Baltist/in"
"301";"Baltistik (grundständig)"
"301";"Bank, Finanzdienstleistungen (grundständig)"
"302";"Bank, Finanzdienstleistungen (weiterführend)"
"700";"Bankettleiter/in"
"700";"Bankettleiterassistent/in"
"101";"Bankkaufmann/-frau"
"700";"Bar-Chef/in"
"202";"Barmeister/in"
"205";"Barmixer/in, Barkeeper/in"
"301";"Batterietechnik (grundständig)"
"302";"Batterietechnik (weiterführend)"
"700";"Bau- und Projektkaufmann/-frau"
"700";"Bauabrechner/in"
"301";"Baubetriebswirtschaft, Baumanagement (grundständig)"
"302";"Baubetriebswirtschaft, Baumanagement (weiterführend)"
"700";"Baubiologe/-biologin"
"700";"Bauchredner/in"
"101";"Baugeräteführer/in"
"301";"Bauingenieurwesen (grundständig)"
"302";"Bauingenieurwesen (weiterführend)"
"700";"Baukalkulator/in"
"700";"Baukontrolleur/in (Sicherheitskontrolleur/in)"
"700";"Bauleiter/in"
"202";"Baumaschinenmeister/in"
"700";"Baumpfleger/in"
"301";"Bauphysik (grundständig)"
"302";"Bauphysik (weiterführend)"
"700";"Bausachverständige/r"
"700";"Bausparkassenfachmann/-frau"
"302";"Baustoffingenieurwissenschaft (weiterführend)"
"101";"Baustoffprüfer/in"
"101";"Bautechnische/r Konstrukteur/in - Architektur"
"101";"Bautechnische/r Konstrukteur/in - Ingenieurbau"
"101";"Bautechnische/r Konstrukteur/in - Tief-, Verkehrswege- und Landschaftsbau"
"101";"Bauwerksabdichter/in"
"101";"Bauwerksmechaniker/in für Abbruch und Betontrenntechnik"
"502";"Beamter/Beamtin - Abschiebungshaftvollzugsdienst (mittlerer nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Agrarverwaltung (gehobener technischer Dienst)"
"503";"Beamter/Beamtin - Allgemeine Innere Verwaltung (gehobener nichttechnischer Dienst)"
"504";"Beamter/Beamtin - Allgemeine Innere Verwaltung (höherer nichttechnischer Dienst)"
"502";"Beamter/Beamtin - Allgemeine Innere Verwaltung (mittlerer nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Archivdienst (gehobener nichttechnischer Dienst)"
"504";"Beamter/Beamtin - Archivdienst (höherer Dienst)"
"502";"Beamter/Beamtin - Archivdienst (mittlerer Dienst)"
"503";"Beamter/Beamtin - Auswärtiger Dienst (gehobener nichttechnischer Dienst)"
"504";"Beamter/Beamtin - Auswärtiger Dienst (höherer Dienst)"
"502";"Beamter/Beamtin - Auswärtiger Dienst (mittlerer Dienst)"
"503";"Beamter/Beamtin - Bahnwesen (gehobener technischer Dienst)"
"504";"Beamter/Beamtin - Bergverwaltung (höherer bergtechnischer Dienst)"
"503";"Beamter/Beamtin - Bibliothekswesen (gehobener nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Bundesbank (gehobener nichttechnischer Dienst)"
"504";"Beamter/Beamtin - Bundesbank (höherer Bankdienst)"
"502";"Beamter/Beamtin - Bundesbank (mittlerer Bankdienst)"
"503";"Beamter/Beamtin - Bundeskriminaldienst (gehobener Dienst)"
"503";"Beamter/Beamtin - Bundesnachrichtendienst (gehobener Dienst)"
"502";"Beamter/Beamtin - Bundesnachrichtendienst (mittlerer nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Digitale Verwaltung (gehobener nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Eichwesen (gehobener technischer Dienst)"
"502";"Beamter/Beamtin - Eichwesen (mittlerer technischer Dienst)"
"503";"Beamter/Beamtin - Fernmelde- und Elektronischen Aufklärung des Bundes (gehobener technischer Dienst)"
"502";"Beamter/Beamtin - Fernmelde- und Elektronischen Aufklärung des Bundes (mittlerer technischer Dienst)"
"503";"Beamter/Beamtin - Feuerwehrtechnischer Dienst (gehobener Dienst)"
"504";"Beamter/Beamtin - Feuerwehrtechnischer Dienst (höherer Dienst)"
"502";"Beamter/Beamtin - Feuerwehrtechnischer Dienst (mittlerer technischer Dienst)"
"503";"Beamter/Beamtin - Forstdienst (gehobener Dienst)"
"504";"Beamter/Beamtin - Forstdienst (höherer Dienst)"
"503";"Beamter/Beamtin - Gehobener bautechnischer Dienst"
"503";"Beamter/Beamtin - Gewerbeaufsichtsverwaltung (gehobener technischer Dienst)"
"504";"Beamter/Beamtin - Gewerbeaufsichtsverwaltung (höherer technischer Dienst)"
"502";"Beamter/Beamtin - Gewerbeaufsichtsverwaltung (mittlerer technischer Dienst)"
"504";"Beamter/Beamtin - Höherer bautechnischer Dienst"
"504";"Beamter/Beamtin - Höherer landwirtschaftlicher Dienst"
"502";"Beamter/Beamtin - Justizdienst (mittlerer nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Justizvollzugsdienst (gehobener nichttechnischer Dienst)"
"502";"Beamter/Beamtin - Justizvollzugsdienst (mittlerer nichttechnischer Dienst)"
"504";"Beamter/Beamtin - Kriminaldienst (höherer Dienst)"
"503";"Beamter/Beamtin - Landeskriminalamt (gehobener Dienst)"
"503";"Beamter/Beamtin - Landwirtschaftliche Sozialversicherung (gehobener nichttechnischer Dienst)"
"502";"Beamter/Beamtin - Lebensmittelkontrolle (mittlerer technischer Dienst)"
"503";"Beamter/Beamtin - Sozialversicherung (gehobener nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Sozialverwaltung (gehobener Dienst)"
"502";"Beamter/Beamtin - Sozialverwaltung (mittlerer Dienst)"
"503";"Beamter/Beamtin - Steuerverwaltung (gehobener nichttechnischer Dienst)"
"504";"Beamter/Beamtin - Steuerverwaltung (höherer nichttechnischer Dienst)"
"502";"Beamter/Beamtin - Steuerverwaltung (mittlerer nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Umweltverwaltung (gehobener technischer Dienst)"
"504";"Beamter/Beamtin - Umweltverwaltung (höherer technischer Dienst)"
"503";"Beamter/Beamtin - Verfassungsschutz (gehobener Dienst)"
"502";"Beamter/Beamtin - Verfassungsschutz (mittlerer Dienst)"
"503";"Beamter/Beamtin - Vermessungswesen (gehobener technischer Dienst)"
"504";"Beamter/Beamtin - Vermessungswesen (höherer technischer Dienst)"
"502";"Beamter/Beamtin - Vermessungswesen (mittlerer technischer Dienst)"
"503";"Beamter/Beamtin - Verwaltungsdienst des Bundes im Informationstechnikzentrum Bund (gehobener technischer Dienst)"
"503";"Beamter/Beamtin - Verwaltungsinformatikdienst (gehobener Dienst)"
"503";"Beamter/Beamtin - Wasser- und Schifffahrtsverwaltung (gehobener technischer Dienst)"
"503";"Beamter/Beamtin - Wehrverwaltung (gehobener nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Wehrverwaltung (gehobener technischer Dienst)"
"504";"Beamter/Beamtin - Wehrverwaltung (höherer technischer Dienst)"
"502";"Beamter/Beamtin - Wehrverwaltung (mittlerer nichttechnischer Dienst)"
"502";"Beamter/Beamtin - Wehrverwaltung (mittlerer technischer Dienst)"
"503";"Beamter/Beamtin - Wetterdienst (gehobener nichttechnischer Dienst)"
"502";"Beamter/Beamtin - Wetterdienst (mittlerer nichttechnischer Dienst)"
"503";"Beamter/Beamtin - Zolldienst (gehobener nichttechnischer Dienst)"
"502";"Beamter/Beamtin - Zolldienst (mittlerer Dienst)"
"504";"Beamter/Beamtin - wissenschaftliche Bibliotheken (höherer Dienst)"
"101";"Behälter- und Apparatebauer/in"
"401";"Behälter- und Apparatebauermeister/in/Bachelor Professional im Behälter- und Apparatebauer-Handwerk"
"102";"Bekleidungstechnische/r Assistent/in"
"700";"Beleuchter/in"
"403";"Berater/in - Bildung, Beruf und Beschäftigung"
"700";"Berater/in - Erneuerbare Energien"
"700";"Berater/in - Immobilienfinanzierung"
"700";"Berater/in - Smart City"
"700";"Berater/in - digitale Barrierefreiheit"
"700";"Berater/in - digitale Transformation"
"301";"Beratung für Bildung, Beruf und Beschäftigung (grundständig)"
"700";"Beratungslehrer/in"
"700";"Berechnungsingenieur/in"
"700";"Bereichsleiter/in"
"700";"Bereiter/in"
"101";"Berg- und Maschinenmann/-frau - Transport und Instandhaltung"
"101";"Berg- und Maschinenmann/-frau - Vortrieb und Gewinnung"
"105";"Berg- und Skiführer/in"
"101";"Bergbautechnologe/-technologin - Tiefbautechnik"
"101";"Bergbautechnologe/-technologin - Tiefbohrtechnik"
"700";"Berufsberater/in"
"700";"Berufseinstiegsbegleiter/in"
"101";"Berufskraftfahrer/in"
"105";"Berufspilot/in - Flugzeuge (CPL (A))"
"105";"Berufspilot/in - Hubschrauber (CPL (H))"
"403";"Berufspädagoge/-pädagogin"
"205";"Berufspädagoge/-pädagogin (Weiterbildung)"
"301";"Berufspädagogik (grundständig)"
"302";"Berufspädagogik (weiterführend)"
"201";"Berufsspezialist/in - Building Information Modeling (BIM) im Handwerk"
"201";"Berufsspezialist/in - Datenanalyse"
"201";"Berufsspezialist/in - Elektronik Mobilität"
"201";"Berufsspezialist/in - Fachberater/in - Servicemanagement"
"201";"Berufsspezialist/in - IT-Beratung"
"201";"Berufsspezialist/in - Industrielle Transformation (gewerblich-technisch)"
"201";"Berufsspezialist/in - Industrielle Transformation (kaufmännisch)"
"201";"Berufsspezialist/in - Informationssicherheit"
"201";"Berufsspezialist/in - Kraftfahrzeug-Servicetechnik"
"201";"Berufsspezialist/in - Künstliche Intelligenz und Maschinelles Lernen"
"201";"Berufsspezialist/in - Ladeinfrastruktursysteme der Elektromobilität"
"201";"Berufsspezialist/in - Notariat"
"201";"Berufsspezialist/in - Softwareentwicklung"
"201";"Berufsspezialist/in - Sommelier/Sommelière"
"201";"Berufsspezialist/in - Systemintegration und Vernetzung"
"201";"Berufsspezialist/in - Verteilnetztechnik"
"201";"Berufsspezialist/in - Vertrieb"
"201";"Berufsspezialist/in - ambulante medizinische Versorgung"
"201";"Berufsspezialist/in - fremdsprachige Kommunikation"
"201";"Berufsspezialist/in - gesetzliche Krankenversicherung"
"201";"Berufsspezialist/in - industrielle Teilereinigung"
"201";"Berufsspezialist/in - intelligente Gebäudetechnik und Systemvernetzung"
"103";"Berufsspezialist/in Technische/r Kaufmann/-frau (doppelt qualifizierende Ausbildung)"
"700";"Berufssportler/in"
"700";"Berufstrainer/in (Pferderennsport)"
"205";"Berufstrainer/in - Sport"
"205";"Bestatter/in (Weiterbildung)"
"202";"Bestattermeister/in"
"101";"Bestattungsfachkraft (Ausbildung)"
"700";"Beteiligungsmanager/in"
"101";"Beton- und Stahlbetonbauer/in"
"101";"Betonfertigteilbauer/in"
"700";"Betonmischmaschinenführer/in"
"700";"Betonpumpenbediener/in"
"700";"Betreuungshelfer/in (Flüchtlingshilfe)"
"105";"Betreuungskraft / Alltagsbegleiter/in"
"700";"Betreuungslehrer/in - allgemeinbildende Schulen"
"103";"Betriebsassistent/in - Handwerk (doppelt qualifizierende Ausbildung)"
"202";"Betriebsbraumeister/in"
"700";"Betriebsingenieur/in"
"404";"Betriebsleiter/in - Eisenbahnen"
"700";"Betriebsleiter/in - Gesundheitswesen/Freizeit/Fitness"
"401";"Betriebsleiter/in - Hotel und Gaststätten/Bachelor Professional in Ernährungs- und Versorgungsmanagement"
"700";"Betriebsleiter/in - kaufmännisch"
"700";"Betriebsleiter/in - landwirtschaftlich"
"700";"Betriebsleiter/in - technisch"
"204";"Betriebsmanager/in - Bau- und Holztechnik"
"204";"Betriebsmanager/in - Farbtechnik und Raumgestaltung"
"700";"Betriebsplaner/in"
"700";"Betriebssanitäter/in"
"700";"Betriebstechniker/in"
"402";"Betriebswirt/in (BBiG)/Master Professional in Business Management nach dem Berufsbildungsgesetz"
"401";"Betriebswirt/in (Fachschule) - Absatz/Marketing/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Agrarbetrieb/Bachelor Professional in Agrarwirtschaft"
"401";"Betriebswirt/in (Fachschule) - Außenwirtschaft/Bachelor Professional in Wirtschaft"
"204";"Betriebswirt/in (Fachschule) - Bank"
"401";"Betriebswirt/in (Fachschule) - Catering/Verpflegungsmanagement/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Controlling/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Event-Management/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Finanzen und Investment/Bachelor Professional in Wirtschaft"
"204";"Betriebswirt/in (Fachschule) - Handel"
"401";"Betriebswirt/in (Fachschule) - Hotel-, Gaststättengewerbe/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Immobilien/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Informationsverarbeitung/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Kommunikation und Büromanagement/Bachelor Professional in Wirtschaft"
"204";"Betriebswirt/in (Fachschule) - Kraftfahrzeuge"
"401";"Betriebswirt/in (Fachschule) - Logistik/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Management im Gesundheitswesen/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Marketingkommunikation/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Möbelhandel/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Personalwirtschaft/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Produktionswirtschaft/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Rechnungswesen/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Recht/Bachelor Professional in Wirtschaft"
"204";"Betriebswirt/in (Fachschule) - Sozialwesen"
"401";"Betriebswirt/in (Fachschule) - Steuern/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Tourismus/Bachelor Professional in Wirtschaft"
"401";"Betriebswirt/in (Fachschule) - Unternehmensführung/Bachelor Professional in Wirtschaft"
"204";"Betriebswirt/in (Fachschule) - Verwaltung"
"401";"Betriebswirt/in (Fachschule) - allgemeine Betriebswirtschaftslehre/Bachelor Professional in Wirtschaft"
"403";"Betriebswirt/in (Hochschule)"
"403";"Betriebswirt/in (Hochschule) - Automobilwirtschaft"
"403";"Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen"
"403";"Betriebswirt/in (Hochschule) - Bauwirtschaft"
"403";"Betriebswirt/in (Hochschule) - Dienstleistungsmanagement"
"403";"Betriebswirt/in (Hochschule) - Handel"
"403";"Betriebswirt/in (Hochschule) - Handwerksmanagement"
"403";"Betriebswirt/in (Hochschule) - Hotelmanagement"
"403";"Betriebswirt/in (Hochschule) - Immobilien"
"403";"Betriebswirt/in (Hochschule) - Industrie"
"403";"Betriebswirt/in (Hochschule) - Internationale Wirtschaft"
"403";"Betriebswirt/in (Hochschule) - Logistik"
"403";"Betriebswirt/in (Hochschule) - Marketing"
"403";"Betriebswirt/in (Hochschule) - Personalmanagement"
"403";"Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling"
"403";"Betriebswirt/in (Hochschule) - Sozialversicherung"
"403";"Betriebswirt/in (Hochschule) - Steuern und Prüfungswesen"
"403";"Betriebswirt/in (Hochschule) - Touristik"
"403";"Betriebswirt/in (Hochschule) - Umweltökonomie"
"403";"Betriebswirt/in (Hochschule) - Unternehmensführung, Management"
"403";"Betriebswirt/in (Hochschule) - Verkehr"
"403";"Betriebswirt/in (Hochschule) - Versicherung"
"403";"Betriebswirt/in (Hochschule) - Werbung, Marketingkommunikation"
"204";"Betriebswirt/in (HwO)"
"103";"Betriebswirt/in (doppelt qualifizierende Ausbildung) - Außenhandel"
"103";"Betriebswirt/in (doppelt qualifizierende Ausbildung) - Textil"
"103";"Betriebswirt/in (doppelt qualifizierende Ausbildung) - allgemeine Betriebswirtschaft"
"301";"Betriebswirtschaftslehre, Business Administration (grundständig)"
"302";"Betriebswirtschaftslehre, Business Administration (weiterführend)"
"700";"Bezirksleiter/in"
"301";"Bibliotheks-, Informationswissenschaft (grundständig)"
"302";"Bibliotheks-, Informationswissenschaft (weiterführend)"
"401";"Bilanzbuchhalter/in/Bachelor Professional in Bilanzbuchhaltung"
"205";"Bildeinrahmer/in"
"301";"Bildende Künste (grundständig)"
"302";"Bildende Künste (weiterführend)"
"403";"Bildende/r Künstler/in"
"105";"Bildhauer/in"
"700";"Bildjournalist/in"
"700";"Bildredakteur/in"
"700";"Bildungs-, Studienberater/in"
"700";"Bildungsforscher/in"
"302";"Bildungsmanagement (weiterführend)"
"403";"Bildungsmanager/in"
"700";"Bildungsreferent/in"
"101";"Binnenschiffer/in"
"202";"Binnenschiffermeister/in"
"101";"Binnenschifffahrtskapitän/in"
"301";"Biochemie (grundständig)"
"302";"Biochemie (weiterführend)"
"403";"Biochemiker/in"
"301";"Bioinformatik (grundständig)"
"302";"Bioinformatik (weiterführend)"
"403";"Bioinformatiker/in"
"403";"Biologe/Biologin"
"301";"Biologie (grundständig)"
"302";"Biologie (weiterführend)"
"101";"Biologielaborant/in"
"101";"Biologiemodellmacher/in"
"102";"Biologisch-technische/r Assistent/in"
"700";"Biologische/r Anthropologe/Anthropologin"
"301";"Biomathematik (grundständig)"
"302";"Biomathematik (weiterführend)"
"403";"Biomathematiker/in"
"301";"Biomechanik (grundständig)"
"302";"Biomechanik (weiterführend)"
"301";"Biomedizin, Molekulare Medizin (grundständig)"
"302";"Biomedizin, Molekulare Medizin (weiterführend)"
"205";"Biomedizinische/r Fachanalytiker/in - Hämatologie"
"205";"Biomedizinische/r Fachanalytiker/in - Immunhämatologie und Transfusionsmedizin"
"205";"Biomedizinische/r Fachanalytiker/in - klinische Chemie und Pathobiochemie"
"205";"Biomedizinische/r Fachanalytiker/in - medizinische Mikrobiologie, Virologie und Hygiene"
"302";"Biometrie, Biostatistik (weiterführend)"
"403";"Biometriker/in"
"301";"Bionik (grundständig)"
"302";"Bionik (weiterführend)"
"403";"Bioniker/in"
"301";"Biophysik (grundständig)"
"302";"Biophysik (weiterführend)"
"403";"Biophysiker/in"
"301";"Biotechnologie (grundständig)"
"302";"Biotechnologie (weiterführend)"
"301";"Biowissenschaften, Life Sciences (grundständig)"
"302";"Biowissenschaften, Life Sciences (weiterführend)"
"403";"Biowissenschaftler/in"
"301";"Bioökonomie (grundständig)"
"302";"Bioökonomie (weiterführend)"
"700";"Blitzschutzmonteur/in"
"700";"Blockchain-Entwickler/in"
"101";"Bodenleger/in"
"700";"Bodensteward/-stewardess"
"101";"Bogenmacher/in"
"401";"Bogenmachermeister/in/Bachelor Professional im Bogenbauer-Handwerk"
"700";"Bohrgeräteführer/in"
"101";"Bootsbauer/in - Neu-, Aus- und Umbau"
"101";"Bootsbauer/in - Technik"
"401";"Bootsbauermeister/in/Bachelor Professional im Bootsbauer-Handwerk"
"700";"Boxlehrer/in"
"700";"Brand-Manager/in"
"205";"Brandschutzfachkraft"
"700";"Brandschutzsachverständige/r"
"401";"Brau- und Getränketechnologe/-technologin/Bachelor Professional in Technik"
"401";"Brauer- und Mälzermeister/in/Bachelor Professional im Brauer- und Mälzer-Handwerk"
"101";"Brauer/in und Mälzer/in"
"301";"Brauerei-, Getränketechnologie (grundständig)"
"302";"Brauerei-, Getränketechnologie (weiterführend)"
"101";"Brenner/in"
"700";"Brennschneider/in"
"101";"Brunnenbauer/in"
"401";"Brunnenbauermeister/in/Bachelor Professional im Brunnenbauer-Handwerk"
"101";"Buchbinder/in"
"205";"Buchbinder/in - Restaurierungsarbeiten"
"401";"Buchbindermeister/in/Bachelor Professional im Buchbinder-Handwerk"
"204";"Buchhalter/in"
"302";"Buchhandel, Verlagswirtschaft (weiterführend)"
"101";"Buchhändler/in"
